date,x,y,z,vx,vy,vz
A.D. 2022-Mar-01 00:00:00.0000,4.793448043904586,-1.350882514832724,-0.1016341586232416,0.001959612603342228,0.007625476709147364,-7.551532716228581e-05
A.D. 2022-Mar-02 00:00:00.0000,4.795401843076109,-1.343255662047396,-0.1017095610479232,0.001948593404445803,0.007628251032293743,-7.527940906795918e-05
A.D. 2022-Mar-03 00:00:00.0000,4.797344894769799,-1.335624907183101,-0.1017846836467343,0.001936700156881655,0.00763301757542428,-7.498706507758791e-05
A.D. 2022-Mar-04 00:00:00.0000,4.799275622146554,-1.327990764317316,-0.1018595694974039,0.001925337156372156,0.007635624571308361,-7.476218842101687e-05
A.D. 2022-Mar-05 00:00:00.0000,4.801194861435025,-1.320353030582671,-0.1019341949232735,0.001912817036593749,0.007639241393343136,-7.451479476903223e-05
A.D. 2022-Mar-06 00:00:00.0000,4.803102185176336,-1.312712563943395,-0.102008595434084,0.001901832648628804,0.007642344877017512,-7.426350829961846e-05
A.D. 2022-Mar-07 00:00:00.0000,4.804997482060371,-1.30506866079436,-0.1020827504118204,0.00188906806099821,0.007644687091562658,-7.406939253283551e-05
A.D. 2022-Mar-08 00:00:00.0000,4.806881483029075,-1.297422711703727,-0.1021566980140802,0.001878592817996304,0.007647809471480542,-7.380871765982207e-05
A.D. 2022-Mar-09 00:00:00.0000,4.808754145039776,-1.289773612104895,-0.1022303950287352,0.001867319810075782,0.007650238576126391,-7.358160111624944e-05
A.D. 2022-Mar-10 00:00:00.0000,4.810616104970555,-1.2821211072491,-0.102303821757104,0.001855770026189661,0.007654743337672935,-7.328590507514837e-05
A.D. 2022-Mar-11 00:00:00.0000,4.812465783815109,-1.274465332878776,-0.1023770082304671,0.001844265189439123,0.007656997020460931,-7.306914639022218e-05
A.D. 2022-Mar-12 00:00:00.0000,4.81430415158732,-1.2668063008455,-0.1024499369375865,0.001832005282507083,0.007660585564150742,-7.281219299537838e-05
A.D. 2022-Mar-13 00:00:00.0000,4.816130629570877,-1.259144667575304,-0.1025226382705211,0.001821137479269765,0.007663316897792337,-7.256555285763968e-05
A.D. 2022-Mar-14 00:00:00.0000,4.817945358557754,-1.251479670710141,-0.1025950858039336,0.001808418017536718,0.007665868216071598,-7.235708408269794e-05
A.D. 2022-Mar-15 00:00:00.0000,4.819748716496782,-1.243812730974214,-0.1026673251067652,0.001798119038101866,0.007668704782775293,-7.209858808486611e-05
A.D. 2022-Mar-16 00:00:00.0000,4.821540898523985,-1.236142634154271,-0.1027393056871985,0.001786746758518358,0.007671190431196834,-7.186536106477765e-05
A.D. 2022-Mar-17 00:00:00.0000,4.823322455331745,-1.228469268421003,-0.1028110138779903,0.00177554842011581,0.007675727146653317,-7.155727607764656e-05
A.D. 2022-Mar-18 00:00:00.0000,4.825091754592924,-1.220792383840115,-0.1028824668575297,0.001763751393009146,0.00767804230918806,-7.133731495714263e-05
A.D. 2022-Mar-19 00:00:00.0000,4.82684969644988,-1.213112274021931,-0.1029536583992048,0.001751544539147864,0.007681835684769849,-7.106641353154852e-05
A.D. 2022-Mar-20 00:00:00.0000,4.828595493297942,-1.205429442501898,-0.1030246158471212,0.001740394873289157,0.007684376729592396,-7.08241051174123e-05
A.D. 2022-Mar-21 00:00:00.0000,4.830329460912395,-1.19774326129923,-0.1030953142998725,0.001727422692842556,0.00768717476045578,-7.06038285164243e-05
A.D. 2022-Mar-22 00:00:00.0000,4.832051604173961,-1.190055235104509,-0.1031658083238273,0.001716873328528876,0.007689596048568057,-7.03575018766455e-05
A.D. 2022-Mar-23 00:00:00.0000,4.833762413756809,-1.182364246367611,-0.1032360462662225,0.001705136494846335,0.007691946297570221,-7.012761193433574e-05
A.D. 2022-Mar-24 00:00:00.0000,4.835462393001521,-1.17467040775886,-0.1033060225263981,0.001694089265269758,0.007696105220500906,-6.98231307481216e-05
A.D. 2022-Mar-25 00:00:00.0000,4.837150066135307,-1.166973168691446,-0.1033757411365549,0.00168195309281094,0.007698174484043797,-6.961000031316316e-05
A.D. 2022-Mar-26 00:00:00.0000,4.838826326761307,-1.159273119814587,-0.1034452069773155,0.00166992456368527,0.007701751893347495,-6.933701866682535e-05
A.D. 2022-Mar-27 00:00:00.0000,4.840490371280154,-1.151570546261125,-0.103514439518239,0.001658660775219685,0.007703829691787636,-6.910544302701976e-05
A.D. 2022-Mar-28 00:00:00.0000,4.84214277125642,-1.143864932007679,-0.1035834138081379,0.001645829951731543,0.007706660149350323,-6.88746921470731e-05
A.D. 2022-Mar-29 00:00:00.0000,4.843783246607884,-1.136157662451959,-0.1036521853808347,0.001635328740148203,0.007708594215206644,-6.863892748318649e-05
